id_arrecadacao;id_uf;co_periodo;ANO2;MES;va_icms_primario;va_icms_secundario;va_icms_terciario;va_icms_terciario_atacadista;va_icms_terciario_varejista;va_icms_terciario_transportes;va_icms_terciario_comunicacao;va_icms_terciario_outros;va_icms_energia;va_icms_energia_secundario;va_icms_energia_terciario;va_icms_combustiveis;va_icms_combustiveis_secundario;va_icms_combustiveis_terciario;va_icms_divida_ativa;va_icms_outras;va_icms_total;va_outros_tributos_ipva;va_outros_tributos_itcd;va_outros_tributos_taxas;va_outros_tributos_outros;va_outros_tributos_total;va_receita_tributaria_total
2384;PI;201609;2016;9;19644180;42770287;97484508;32330872;41908134;2246497;19666001;1333004;34977677;561514;34416163;97163294;0;97163294;148501;86657;292275104;20865405;1494056;7901311;2611086;32871858;325146962
2653;CE;201609;2016;9;650182;190075572;356958135;165359427;114372827;10666789;66016427;542665;122784678;122784678;0;218143420;203034594;15108826;3620489;20914334;913146810;14696470;4826647;1192216;75293;20790626;933937436
2922;RN;201609;2016;9;9311785;69088182;193592114;65195017;81579336;2725131;27547097;16545533;39609258;443454;39165804;91682336;83820270;7862066;0;0;403283675;15663715;637505;0;0;16301220;419584895
3191;PB;201609;2016;9;592957;39552087;156075789;53817964;66496989;4643513;27382357;3734964;43421664;156155;43265509;65593642;5640303;59953338;291727;20311913;325839782;12836857;2415955;1375230;3872183;20500227;346340009
3458;PE;201609;2016;9;511697;187928357;611019401;255810018;213906137;18432102;79064734;43806410;122645352;122645352;0;213722919;36995177;176727742;7707559;20177854;1163713139;18076515;6001176;14543354;7805212;46426257;1210139396
3726;AL;201609;2016;9;252709;89498228;122065663;46854630;46489503;4098814;21271933;3350783;30015809;0;30015809;45186101;0;45186101;1087814;12606769;300713093;18466789;1457232;387511;26171638;46483170;347196263
3995;SE;201609;2016;9;11562903;54812661;110946904;35998135;30828775;2872079;19199551;22048364;21874717;19794333;2080384;47144852;43974022;3170830;1738760;1756522;249837319;18917003;1266813;31448;3179792;23395056;273232375
4263;BA;201609;2016;9;12171870;387881215;605859903;239890898;192816223;21687155;110179988;41285639;165692344;156511647;9180697;390323087;351024192;39298895;4577208;37641677;1604147304;98415219;8097302;60714048;279397427;446623996;2050771300
4532;MG;201609;2016;9;24580942;967011667;1332770657;575408452;303473879;51414412;351465125;51008789;445829242;67224355;378604887;809275232;727364123;81911109;28965983;125481644;3733915367;83490981;85148533;119610727;0;288250241;4022165608
4801;ES;201609;2016;9;241248;229012188;266092607;116103383;58545018;14827579;46304738;30311889;85300646;12795097;72505549;123251147;0;123251147;27529496;4653983;736081315;14320491;2693803;45729660;23580604;86324558;822405873
5068;RJ;201609;2016;9;27358899;463192697;1294595101;533089451;277691395;56875000;303157299;123781955;268347860;23148453;245199406;226709105;176715165;49993939;13985494;70650341;2364839498;54752703;98584442;2496135;368651183;524484464;2889323963
5337;SP;201609;2016;9;13363089;3451095959;4102778401;2018759445;769696400;225618879;921056710;167646967;864090337;1444858;862645479;1259842245;1097988555;161853690;54971463;563876350;10310017844;522530811;185270793;465522356;13669502;1186993462;11497011306
5606;PR;201609;2016;9;40073001;338581137;643759376;356294218;101998450;30214057;148950424;6302227;285393808;285393808;0;378633006;226989835;151643171;3913295;430024874;2120378497;54782363;36307825;4609652;219724444;315424284;2435802781
5875;SC;201609;2016;9;7144221;457667454;515071758;244617453;119070094;31052002;95730098;24602111;191118798;191118798;0;308123283;0;308123283;10543672;0;1489669186;136521494;18680870;50351874;0;205554238;1695223424
6144;RS;201609;2016;9;14758007;794635119;864943468;424596802;208112191;17239235;214220165;775072;265810301;7616543;258193758;508944685;465078316;43866368;34493776;90556332;2574141689;30134923;30067095;27584492;0;87786510;2661928200
6412;MS;201609;2016;9;88165924;38478926;285158253;144291989;91190990;4421076;39537230;5716966;40388156;686094;39702062;229779896;8329534;221450362;735030;11016960;693723148;14952869;24284805;3666245;25372334;68276254;761999403
6680;MT;201609;2016;9;82656464;21258969;342547642;50422962;88879024;23958347;41329276;137958033;81315427;24394628;56920799;174466995;7851015;166615980;1003782;90828863;794078142;22530974;6286850;2282314;179563587;210663725;1004741867
6948;GO;201609;2016;9;22156480;218368391;434401537;198522030;124080736;23629773;86099201;2069797;222819098;1776204;221042894;326054282;32419175;293635107;9085608;39147763;1272033159;42539771;15074472;28415924;8078459;94108626;1366141785
7217;DF;201609;2016;9;783966;114620111;310838520;116318712;67164775;3994175;107541364;15819494;5652431;5622189;30242;141673275;23875026;117798249;8225527;2737554;584531384;36672202;7550696;6859422;57256;51139576;635670960
238;RO;201610;2016;10;6643671;11465088;194470994;48324906;30847209;6026254;17826452;91446173;24657760;0;24657760;2607904;2607904;0;4229529;7964530;252039476;12472534;744467;6459697;71190589;90867287;342906763
507;AC;201610;2016;10;106748;24731316;41839862;15119765;15456208;686800;6661204;3915885;9740413;0;9740413;2865745;139087;2726658;570280;0;79854364;3450510;249861;299980;0;4000351;83854715
775;AM;201610;2016;10;2351816;194384792;286276785;145126022;74516094;23838169;38230446;4566054;25217672;24994245;223427;103714487;52016194;51698293;2042127;0;613987679;19820069;628542;6388137;38462605;65299353;679287032
1044;RR;201610;2016;10;28056;24711200;31149429;14406324;11483615;344640;4914511;339;4072050;4072050;0;32156;0;32156;282481;10696614;70971986;4156470;303942;100908;5171668;9732988;80704974
1313;PA;201610;2016;10;9780803;212533655;261304326;66419445;60454883;21314189;57952108;55163701;83292725;3502162;79790563;268434874;0;268434874;6132895;1341743;842821021;33567008;2665093;60811009;15236756;112279866;955100887
1580;AP;201610;2016;10;377057;8333793;26333862;6970940;11506778;123002;6426250;1306892;519408;473996;45412;23667033;19445985;4221048;40770;0;59271923;2439890;23078;2004180;37763837;42230985;101502908
1848;TO;201610;2016;10;3807182;28817315;70063693;18930028;28779470;2878395;15001987;4473813;26298521;26298521;0;69598091;69598091;0;830122;0;199414924;10034563;737169;2905205;2301572;15978509;215393433
2117;MA;201610;2016;10;3845101;68871243;198975493;78464825;64986853;13624138;36483251;5416426;50747679;980022;49767657;21199296;11029667;10169629;1718787;169393627;514751226;12116537;1063611;10336795;6159659;29676602;544427828
2385;PI;201610;2016;10;20210461;52627631;94822459;31079226;41054215;1901786;19516281;1270951;36903785;212980;36690805;0;0;0;0;0;204564336;0;0;0;0;0;204564336
2654;CE;201610;2016;10;434034;183202820;351061701;167893702;106368407;11221440;65320349;257803;124915082;124915082;0;214495951;199903316;14592635;3206356;21538181;898854125;12908663;5407674;1290568;355327;19962232;918816357
2923;RN;201610;2016;10;5773852;69600219;207752618;76569549;74175343;2277183;27967878;26762665;42508692;733790;41774902;90234756;82318365;7916391;0;0;415870137;11052421;1377489;0;0;12429910;428300047
3192;PB;201610;2016;10;599511;56891821;188410572;75907299;74839407;5349799;28752668;3561399;45133974;879255;44254719;110812298;19530513;91281785;301292;20829884;422979352;21911069;3181754;1473506;459;26566788;449546140
3459;PE;201610;2016;10;636360;174180817;624238690;270899222;213663778;19795197;78881906;40998587;125925572;125925572;0;252603286;44402859;208200427;4922122;6449894;1188956741;14639849;10323904;10219615;15067981;50251349;1239208090
3727;AL;201610;2016;10;290173;97298783;132288231;54944138;50306751;4187539;19463501;3386302;27686476;0;27686476;18722926;0;18722926;1561923;3415264;281263776;15322296;675452;292308;25200237;41490293;322754069
3996;SE;201610;2016;10;11982770;56247061;109434666;34702620;31051566;3585147;18703731;21391602;23467951;21463285;2004666;45194295;42012397;3181898;1723096;1441293;249491132;10953802;2034144;30054;2633477;15651477;265142609
4264;BA;201610;2016;10;17391865;410519809;593399980;229106402;191237435;22388609;108461092;42206442;161483286;160408918;1074368;360826159;307819820;53006339;4336842;35035068;1582993009;92655863;12515204;54520926;274557116;434249109;2017242118
4533;MG;201610;2016;10;18189552;956371316;1273832633;642924885;332165945;52488183;189299133;56954487;478737229;66526453;412210776;785225950;704772858;80453092;40912939;33791857;3587061476;69288007;67389257;114487562;0;251164826;3838226302
4802;ES;201610;2016;10;134644;247207053;248108488;114683585;55457080;18778116;45796131;13393576;91043302;13656495;77386807;141694614;0;141694614;5225343;5320784;738734228;12753416;3835777;45132789;36149255;97871237;836605465
5069;RJ;201610;2016;10;25016090;504307668;1166179055;434862095;251798704;68461712;299038999;112017545;479544990;18873195;460671795;404980338;239741640;165238698;7775934;62758634;2650562709;53720803;82400399;1401871;412749799;550272872;3200835581
5338;SP;201610;2016;10;26651196;3519986798;4374875645;2277450608;797078523;226488195;898137058;175721261;921689495;1042491;920647004;1213058162;1056660091;156398071;52078487;602897220;10711237003;400674788;186058167;426049634;23093467;1035876056;11747113059
5607;PR;201610;2016;10;40321950;343418874;666012205;377148641;95178927;30407847;157000959;6275831;304983372;304983372;0;351876599;200151189;151725410;4549027;448569182;2159731209;59369059;26529790;4293088;236214321;326406258;2486137467
5876;SC;201610;2016;10;4096837;471774277;509895835;261026797;123466393;31678511;93724134;0;0;0;0;0;0;0;0;0;985766949;0;0;0;0;0;985766949
6145;RS;201610;2016;10;11950446;838314168;870056330;426347950;212485802;17884379;212675745;662453;299523147;8530515;290992632;416041855;359109631;56932224;39632112;92970742;2568488804;27513693;42862336;31950430;0;102326460;2670815265
6413;MS;201610;2016;10;67356690;37116068;280969504;140933113;89122563;4393512;40125917;6394396;40820351;423319;40397031;225962468;11632483;214329985;815559;8462316;661502959;13468652;9898390;3862468;23214561;50444073;711947032
6681;MT;201610;2016;10;94988539;26531303;351950423;46547793;96949038;21736290;41340440;145376862;82997094;24899128;58097966;189420679;8523931;180896748;2167962;91038040;839094040;19457098;10435302;2504710;134753941;167151051;1006245091
6949;GO;201610;2016;10;28408746;229469368;405142985;174618968;119975352;22372829;85376377;2799459;152530986;1528310;151002676;321075915;39114568;281961347;8189899;34154609;1178972508;34429372;14133696;28502133;8271367;85336568;1264309076
7218;DF;201610;2016;10;1870110;115011944;293467068;107692271;73177056;3982423;102141991;6473327;112780807;112622300;158507;127609494;9701204;117908290;7337566;1735223;659812212;40287590;9700848;6329009;70069;56387516;716199728
239;RO;201611;2016;11;5811031;12039437;143820239;49354611;31896166;5837326;17242303;39489833;24176012;0;24176012;46911387;2533468;44377919;2186220;6264595;241208921;9103646;1366224;6876618;75590677;92937165;334146086
508;AC;201611;2016;11;155854;29078079;43820442;13879903;16889604;1266427;7280354;4504154;9083069;0;9083069;3193385;110642;3082743;605116;0;85935945;2688434;693963;335330;0;3717727;89653672
776;AM;201611;2016;11;2351815;182296369;330747739;131235831;64944802;22843179;38517295;73206629;23378984;23198093;180890;73302507;36519445;36783061;3920649;0;615998065;14749281;1071844;4723969;39773533;60318629;676316694
1045;RR;201611;2016;11;26707;18670360;29977668;12786788;11918907;316149;4955493;331;96102;96102;0;51034;41;50993;197680;9750311;58769862;3305183;151046;124894;24667378;28248501;87018363
1314;PA;201611;2016;11;8924055;208626713;259849134;71200976;68413155;22441550;59311376;38482077;98174034;3692726;94481308;251244667;0;251244667;8531376;2518602;837868581;40191003;2497688;59265519;16809448;118763658;956632239
1581;AP;201611;2016;11;399121;8578551;28715120;7916895;12810059;80787;6356188;1551189;781868;760195;21672;25664606;21126484;4538122;26914;0;64166181;2521765;238867;2436102;26253579;31450315;95616496
1849;TO;201611;2016;11;3375026;26378260;75417622;21358573;31349549;1676451;14700038;6333011;25388730;25388730;0;70144489;70144489;0;5547550;0;206251677;9588075;1187095;5229374;2379875;18384419;224636096
2118;MA;201611;2016;11;3024106;67692241;197531698;74797458;69658731;12247850;35906445;4921214;47675624;1422255;46253369;22313905;12482809;9831096;1628770;191483760;531350104;10926953;913645;10625604;8423647;30889849;562239953
2386;PI;201611;2016;11;26424079;37551795;93628626;29285051;41797222;2199010;19169866;1177477;46945990;46814083;131907;46682177;46682177;0;0;0;251232667;0;0;0;0;0;251232667
2655;CE;201611;2016;11;695235;183018138;370353526;171581183;121431760;10832008;66083386;425189;124063169;124063169;0;204809086;190773215;14035871;3078081;22170857;908188092;12886703;520773020;1575396;428877;535663996;1443852088
2924;RN;201611;2016;11;7408325;77887030;201186433;69599094;83203841;2462334;28378354;17542810;44345126;443556;43901570;98733236;90469693;8263543;0;0;429560150;7445783;1238582;0;0;8684365;438244515
3193;PB;201611;2016;11;395129;54196446;183048741;74670830;70905877;5811498;28146077;3514456;40835054;675635;40159419;93555000;11452215;82102785;269467;17457150;389756989;21974339;2564605;1478015;1007;26017967;415774956
3460;PE;201611;2016;11;668544;190286789;702469384;313357350;232117550;23094102;82769336;51131046;256377912;256377912;0;248179206;49375873;198803333;137653814;36376797;1572012446;13253820;6108105;10390560;41114778;70867263;1642879709
3728;AL;201611;2016;11;155869;105375290;135209308;56769827;49543167;4557115;21052409;3286790;27064724;0;27064724;48266548;0;48266548;1468625;5216712;322757076;10590264;1394937;330455;32792149;45107805;367864881
3997;SE;201611;2016;11;11584778;69201764;113897327;34512578;34315539;3201028;18971945;22896237;24610002;22441629;2168373;47689586;45850482;1839104;1812526;6396365;275192348;9656800;9499167;32642;4760086;23948695;299141043
4265;BA;201611;2016;11;13416112;441069989;649710080;261183084;213486611;21960695;114532445;38547245;164452932;160168760;4284172;430756037;389246326;41509711;22500563;40944158;1762849871;85034335;10185516;52912426;274580933;422713210;2185563081
4534;MG;201611;2016;11;17233761;897808925;1255327682;570073177;306024439;48211399;270128742;60889925;487036301;63488895;423547406;764769924;693460178;71309746;19945912;119952712;3562075217;59149461;63986304;113046476;0;236182241;3798257458
4803;ES;201611;2016;11;487890;221740505;269705021;113651537;62007261;21165146;45118444;27762633;80503850;12075577;68428273;121584006;0;121584006;4876389;5072826;703970487;11742067;4011781;44746171;26597228;87097247;791067734
5070;RJ;201611;2016;11;58546129;552007337;1248512739;487809272;287448810;57346134;294105342;121803179;377717592;29655035;348062557;189154923;130687807;58467115;13806636;57886024;2497631383;46978046;67918461;3581950;392312353;510790811;3008422195
5339;SP;201611;2016;11;23678606;3761940615;4591712222;2379396538;889232820;223020189;896326783;203735892;856526238;1157177;855369061;1261780011;1062976901;198803110;33862218;600955755;11130455665;412362946;197962118;471499633;24054812;1105879509;12236335174
5608;PR;201611;2016;11;35585174;344231501;681158509;372027052;111843377;30207625;159909691;7170764;299615904;299615904;0;398948151;254351854;144596297;6806245;402195268;2168540752;58904084;40729603;4378641;237121487;341133815;2509674567
5877;SC;201611;2016;11;4956631;452297491;535660465;253569893;135000353;31298472;92556751;23234996;181035272;181035272;0;304274398;0;304274398;7795544;0;1486019803;85542466;26301960;45442033;0;157286460;1643306264
6146;RS;201611;2016;11;11996686;799191159;879362823;429779796;226887137;18126488;204105681;463720;264100086;6775638;257324448;485093636;440705666;44387970;65357653;95440420;2600542467;23307703;39149156;28738378;0;91195239;2691737706
6414;MS;201611;2016;11;67863070;38969980;289336974;146883172;92490281;4559988;39676901;5726629;42195367;882810;41312556;243285141;10534522;232750618;720135;9704156;692074825;13110933;7452878;3271682;22822057;46657552;738732377
6682;MT;201611;2016;11;123985484;32020626;355098305;44517558;105946166;21129432;41210752;142294397;88536696;26561009;61975687;189101808;8509581;180592227;5264646;93224993;887232558;16462261;10628605;3233177;112895206;143219249;1030451807
6950;GO;201611;2016;11;20246857;224219359;418353331;173914484;133136881;21461438;87200859;2639669;166326605;1446138;164880467;338271838;45566876;292704962;18064093;37302043;1222784126;30613992;21471320;26750599;9140596;87976507;1310760633
7219;DF;201611;2016;11;1277821;112837612;309179166;111188014;77061437;3893941;109275002;7760769;63539908;63359990;179917;153053601;31912118;121141483;12665950;24103938;676657998;19038183;11705473;6777401;68028;37589087;714247086
240;RO;201612;2016;12;5814537;12564660;146910232;49225839;33627472;5698567;16717255;41641099;25090160;0;0;60053768;3405569;56648199;2653306;11064199;264150862;11510948;2274946;7305192;155809686;176900772;441051634
509;AC;201612;2016;12;102897;31791227;54865178;16063423;23024107;1041963;7036490;7699195;28380983;0;28380983;3222806;280156;2942650;2340179;0;120703270;2281095;226587;325656;0;2833338;123536608
777;AM;201612;2016;12;2459111;166104482;302499396;162389290;68329067;24139287;37752091;9889660;31576657;31432818;143839;134267098;67926849;66340248;3920649;0;640827395;13981836;730204;11558246;77293163;103563450;744390845
1046;RR;201612;2016;12;56810;20949187;33676438;13332432;14795784;383524;5163271;1427;389669;389669;0;199584;0;199584;897833;9313292;65482813;2709123;180820;98032;27790791;30778766;96261579
1315;PA;201612;2016;12;9563471;218884668;258338078;74647831;72536702;24177466;58515954;28460124;112173497;3842658;108330839;237953592;0;237953592;7059744;1556046;845529098;30036109;2940906;50098097;18477380;101552493;947081592
1582;AP;201612;2016;12;233013;10165178;30850393;8419561;14918404;98926;6268243;1145258;47494;38052;9442;18085967;15116327;2969639;25048;0;59407095;2623967;40265;2489732;23131965;28285931;87693027
1850;TO;201612;2016;12;2501667;27410691;76431604;20150064;32710017;1310749;15976248;6284526;23934316;23934316;0;67255608;67255608;0;1921205;0;199455091;8575608;1198531;3031504;2657233;15462876;214917967
2119;MA;201612;2016;12;3951902;72480356;217166440;84859730;72914164;18273547;35566214;5552783;52370254;196844;52173409;23259972;9479833;13780138;1554434;221700260;592483621;11894108;1216921;12173553;4890328;30174912;622658533
2387;PI;201612;2016;12;21818811;41662071;101073543;33721058;44707214;2193931;19374406;1076932;30422044;612884;29809160;91062223;0;91062223;199786;104103;286342584;9586301;1403336;9273877;2835456;23098971;309441556
2656;CE;201612;2016;12;596075;193895303;378538780;174525785;130183277;11501871;61986021;341824;125589130;125589130;0;211779510;196657336;15122174;3357144;24270594;938026539;13922708;5265540;1475647;235923;20899820;958926359
2925;RN;201612;2016;12;8456191;69656675;223381021;76134662;98251024;2197405;27866132;18931798;46902807;461290;46441517;93248718;85774845;7473873;0;0;441645412;7659944;2136849;0;0;9796793;451442205
3194;PB;201612;2016;12;756680;55660129;215168395;83603783;89766894;7559370;30084230;4154116;47735790;727500;47008289;91945932;17825250;74120682;256694;25527874;437051497;9889797;2862377;1353315;4220658;18326147;455377645
3461;PE;201612;2016;12;603685;182111741;707505105;288775096;272223923;19290137;81311170;45904779;82848010;82848010;0;201833781;32051786;169781995;2335391;5368903;1182606616;14721607;5824441;9574871;31055700;61176619;1243783235
3729;AL;201612;2016;12;393089;106995722;152097419;70547782;53671317;4969425;19521469;3387424;29237492;0;29237492;30853285;0;30853285;1706360;10880131;332163500;6778872;1406148;335577;16870973;25391572;357555072
3998;SE;201612;2016;12;12319142;55501766;115113107;36395830;36402637;3144038;17226749;21943853;24714741;23019461;1695280;49616212;46995047;2621165;4231672;2867094;264363734;7255418;2589597;24692;5660190;15529897;279893631
4266;BA;201612;2016;12;8879493;445951134;746052643;296545996;261127046;19848589;125696383;42834627;216357965;213517718;2840246;401817974;350672859;51145115;28553272;39330598;1886943082;62290813;17720138;56585644;552340095;688936692;2575879774
4535;MG;201612;2016;12;14921051;1015994642;1331486293;596787058;372460491;49921050;266995425;45322269;491561685;69188056;422373629;779695200;715594678;64100522;36735645;114418110;3784812626;184249282;93738575;133578855;0;411566712;4196379338
4804;ES;201612;2016;12;267495;182604256;288035241;118523666;65789431;17913343;44487173;41321628;85810083;12871512;72938571;117258441;0;117258441;4783822;6898468;685657806;11577233;5294022;36488268;24307243;77666766;763324572
5071;RJ;201612;2016;12;150070158;517162292;1351993457;571329605;302586602;58114023;300761836;119201388;316213869;27399010;288814858;459378689;277965831;181412857;8994995;68990554;2872804015;46886880;176354403;1810993;413802778;638855057;3511659072
5340;SP;201612;2016;12;18082071;3655319235;4721569787;2435515733;965456268;222985013;905674747;191938024;856065338;1569333;854496004;1354169262;1159217027;194952234;36965088;629046909;11271217692;697841343;539294573;513418158;30265250;1780819325;13052037017
5609;PR;201612;2016;12;31039688;385467885;744808069;425457752;129498913;29588112;152634625;7628667;323119365;323119365;0;352564181;189025492;163538689;6141340;457133157;2300273685;69044496;64899009;3816502;341178291;478938298;2779211983
5878;SC;201612;2016;12;5394804;503091128;616321102;286752126;144224324;32620680;127502821;25221149;200763928;200763928;0;313727575;0;313727575;8192348;0;1647490888;64258399;37486823;42301641;0;144046865;1791537753
6147;RS;201612;2016;12;11678542;837442592;940964693;493807290;229044373;18048976;199046208;1017845;320328087;7753168;312574919;430006037;386418828;43587209;39370011;95214365;2675004331;513532389;89042683;24173323;0;626748395;3301752727
6415;MS;201612;2016;12;69922352;37396119;302054750;151034972;99967083;4414974;39525108;7112611;45475327;980760;44494566;221568663;13247654;208321008;782176;9063287;686262677;37432424;12581332;3409602;24990807;78414167;764676845
6683;MT;201612;2016;12;80971604;22405328;360556273;47202196;105959976;19877013;39529644;147987442;102432846;30729854;71702992;168940147;7602306;161337840;12675564;79431350;827413116;15847051;7697433;2771408;282252439;308568332;1135981448
6951;GO;201612;2016;12;22325655;259230502;486142143;203106538;171728405;24514892;83702718;3089588;158818439;12311549;146506889;316073975;53639900;262434074;65327801;46765805;1354684323;36749164;26229450;29360155;7923137;100261908;1454946231
7220;DF;201612;2016;12;1394372;112099550;328937728;122190993;88980471;4010083;105868450;7887731;63633244;63381496;251748;146673442;29832711;116840731;8016106;2723288;663477730;24755631;12520012;5877956;75241;43228840;706706570
241;RO;201701;2017;1;6380149;13200476;164378459;53751488;45565765;5560089;13455968;46045147;24599390;0;24599390;65814815;648019;65166795;1600325;6999927;282973543;22216203;437299;8076796;78088178;108818477;391792021
510;AC;201701;2017;1;27911;27453052;48184569;15165528;20374172;996958;7038830;4609081;5948894;0;5948894;3032619;57507;2975112;738299;0;85385344;4972395;123259;455885;0;5551539;90936883
778;AM;201701;2017;1;104408;228797263;256322135;116783382;94493160;3723157;41322435;0;29864026;29730186;133839;136724965;64850993;71873971;10941577;9559872;672314248;29584447;406959;3652236;54347785;87991427;760305675
1047;RR;201701;2017;1;33246;26175078;35142999;14456097;15063676;451304;5170523;1399;101264;101264;0;47370;15;47355;416124;9066688;70982769;3286870;234796;156435;10522348;14200449;85183218
1316;PA;201701;2017;1;8300855;211180791;335805880;73799742;101556484;22885106;63674967;73889581;80209775;3872055;76337720;256880049;0;256880049;6953961;1999104;901330415;34008519;1384237;63124575;93500514;192017845;1093348260
1583;AP;201701;2017;1;696346;10498822;30439075;6948855;15397594;81606;6691782;1319236;158689;109315;49374;24219330;19870265;4349064;22858;0;66035122;3819524;20538;2708450;3157060;9705574;75740696
1851;TO;201701;2017;1;3483916;34652584;78409850;19374758;35590137;1922341;16859418;4663193;22192370;22192370;0;73369767;73369767;0;1555290;0;213663779;13013311;4399768;3418129;2789131;23620340;237284119
2120;MA;201701;2017;1;3694251;79725933;237855065;84099599;94146049;15885109;38276561;5447745;53684762;600330;53084432;24651733;10453915;14197818;1680557;101824754;503117059;40105627;1043071;17134434;16081432;74364565;577481625
2388;PI;201701;2017;1;22293659;53549432;110850767;35942558;49807843;2947644;21120950;1031769;44030432;199219;43831213;99641506;0;99641506;240280;142540;330748619;21822058;999285;12803411;2998185;38622939;369371559
2657;CE;201701;2017;1;384182;189934065;390307438;169650872;137668504;12206491;70362689;418880;134470776;134470776;0;212504560;194049503;18455057;3326293;25279559;956206876;229512290;3852627;1290553;37118;234692591;1190899467
2926;RN;201701;2017;1;8235738;83354810;241223067;81015379;105293875;2147945;27577761;25188107;47288141;1852722;45435419;95543721;86900151;8643570;0;0;475645477;11792421;1197584;0;0;12990005;488635482
3195;PB;201701;2017;1;585961;65510004;223858933;85156553;100824232;6599288;26901927;4376931;49381001;721887;48659114;113532896;20396764;93136131;328470;21925693;475122961;25279303;1354455;1429907;3545365;31609032;506731993
3462;PE;201701;2017;1;616010;191749676;703414954;298036943;257162105;18509638;84063324;45642944;141031392;141031392;0;246142335;7087862;239054473;2585415;6910904;1292450686;116461497;9462280;9404120;16509718;151837615;1444288301
3730;AL;201701;2017;1;391352.07;63385679.05;164212269.72;59809201.61;62617946.33;5090670.09;24926403.23;11768048.46;35191918.17;35191918.17;0;85618451.58;85618451.58;0;1933361.58;4493120.37;355226152.54;10974386.36;523058.32;419872.93;2521562.06;14438879.67;369665032.21
3999;SE;201701;2017;1;11836235;66988757;145602958;41595574;50745789;3641788;22007109;27612697;25523393;23581280;1942112;47450715;44558094;2892620;2172074;1862961;301437096;20577090;2713837;27014;3079112;26397054;327834150
4267;BA;201701;2017;1;6972257;459304195;718188463;257028630;277124246;22580575;117585606;43869406;161825281;156426894;5398387;354320569;336530151;17790418;8771828;40862017;1750244610;73039959;8702749;60359556;272315826;414418090;2164662700
4536;MG;201701;2017;1;19113868;889002485;1381302747;599012940;412712981;49682381;267644963;52249482;496796745;66052459;430744286;821999034;749670112;72328922;26182117;109487573;3743884569;2060321901;62469486;369444494;0;2492235881;6236120450
4805;ES;201701;2017;1;147655;246485062;327803068;136843791;89817245;25186467;48536162;27419400;88439647;13265947;75173700;143533565;0;143533565;5456038;7106843;818971880;17170356;6356128;31977365;21074546;76578396;895550277
5072;RJ;201701;2017;1;117648657;561513187;1411916360;505847227;398315598;64014583;320211715;123527235;499079494;20506859;478572635;204617268;157476316;47140951;7938333;59358471;2862071775;995297613;41896636;2253792;430603963;1470052006;4332123781
5341;SP;201701;2017;1;25098230;3583801735;4564497020;2232049007;1008141551;225767143;913245552;185293765;877856547;4890563;872965983;1287333442;1084773982;202559460;54568700;636285052;11029440730;5767512984;83658244;570538074;11440245;6433149548;17462590278
5610;PR;201701;2017;1;38604955;2050349430;818003236;402436172;177424136;32819737;198134433;7188758;311899307;311899307;0;359399253;244974246;114425007;6219072;478972059;4063447312;1361857867;45741208;5007274;232509748;1645116097;5708563409
5879;SC;201701;2017;1;3957963;511446007;624746658;268581691;182291626;32515322;110352412;31005606;183074033;183074033;0;356118648;0;356118648;8241337;0;1687584649;97160873;16887569;46932783;0;160981226;1848565875
6148;RS;201701;2017;1;11946630;851366739;1022769631;453322642;330172703;18619264;220332193;322827;323843831;9287227;314556603;572991559;523461069;49530490;33638217;89553080;2906109690;425611320;27195351;23954834;0;476761506;3382871196
6416;MS;201701;2017;1;66404561;37198809;319424988;151898121;110681238;5931182;41558186;9356258;47901536;507482;47394054;199594302;16911557;182682745;3371577;10837833;684733609;275558814;9714949;3725626;19723435;308722826;993456435
6684;MT;201701;2017;1;82182782;21449204;353765118;41714779;112178524;16990618;43117590;139763604;82358201;24707460;57650741;157233582;7075511;150158071;3522137;74105045;774616073;60030358;10081460;3036149;114030996;187178964;961795037
6952;GO;201701;2017;1;21116652;244645003;470851138;180459135;169219185;20782003;97587776;2803037;116460706;2621037;113839669;304267401;31867860;272399541;9867360;38890219;1206098482;50157250;22924609;31363143;8955349;113400353;1319498836
7221;DF;201701;2017;1;970561;117139300;352944547;119664902;108171943;5448794;112259979;7398927;68092290;67997665;94625;137951026;18090879;119860147;8479281;2385631;687962639;62870024;7159324;6524871;59832;76614052;764576692
242;RO;201702;2017;2;6358434;8642484;124534006;40671828;27396461;4918785;17224097;34322833;21778613;0;21778613;84485619;3945462;80540157;1536116;5659526;252994801;14676296;823577;6767441;66337509;88604824;341599626
511;AC;201702;2017;2;61236;33589795;46136175;18920197;14904868;745134;7257087;4308889;11693307;0;11693307;4030162;264336;3765826;686329;0;96197004;6723021;252341;828393;0;7803755;104000759
779;AM;201702;2017;2;113773;189541498;201509617;88161006;67881354;2981787;42485469;0;27295463;27220094;75368;120059053;52941164;67117888;6056991;6571374;551147771;22354077;328173;3078764;38559371;64320385;615468156
1048;RR;201702;2017;2;20656;20053972;27126828;10872795;10712690;397191;5143269;883;55704;55704;0;19554;0;19554;218513;10603864;58099091;3443633;101449;148363;24840502;28533947;86633038
1317;PA;201702;2017;2;8711022;188298579;265715117;57222444;69969136;20738338;63162851;54622348;82008466;1290181;80718285;214092952;0;214092952;7650994;1770637;768247767;30231194;1194808;59856670;85770790;177053462;945301229
1584;AP;201702;2017;2;668055;8258438;25273796;6291582;10975415;104502;6699541;1202755;38247;32741;5505;19679849;16342208;3337640;28444;0;53946831;3625323;38103;2084729;7337823;13085979;67032811
