id_arrecadacao;id_uf;co_periodo;ANO2;MES;va_icms_primario;va_icms_secundario;va_icms_terciario;va_icms_terciario_atacadista;va_icms_terciario_varejista;va_icms_terciario_transportes;va_icms_terciario_comunicacao;va_icms_terciario_outros;va_icms_energia;va_icms_energia_secundario;va_icms_energia_terciario;va_icms_combustiveis;va_icms_combustiveis_secundario;va_icms_combustiveis_terciario;va_icms_divida_ativa;va_icms_outras;va_icms_total;va_outros_tributos_ipva;va_outros_tributos_itcd;va_outros_tributos_taxas;va_outros_tributos_outros;va_outros_tributos_total;va_receita_tributaria_total
4482;MG;201207;2012;7;8564440;883366736;860253414;331952908;208495769;35803032;246097652;37904053;283470822;46427831;237042991;541546778;495195951;46350827;13894461;87246418;2678343069;121814257;48334273;157046014;0;327194544;3005537613
4751;ES;201207;2012;7;191996;277397511;297505049;95236736;51659628;18672035;45329080;86607570;61402822;9210423;52192399;104926677;0;104926677;4638140;7330831;753393026;25543702;2867249;44452696;0;72863647;826256673
5018;RJ;201207;2012;7;21340014;395005251;1227171761;375142995;282174120;40380868;361098547;168375231;219931222;22382859;197548363;302819400;262793081;40026319;56308423;83949117;2306525188;74309830;44285634;1500668;215217010;335313142;2641838330
5287;SP;201207;2012;7;3655296;3354649510;3462812914;1452669189;731018364;183013741;926901342;169210278;604894846;2662833;602232013;951645811;754524983;197120828;26622605;457335747;8861616729;383650552;105141146;390337933;52568238;931697869;9793314598
5556;PR;201207;2012;7;32285021;388068679;606339635;293549582;112408868;29317430;165373602;5690153;197690255;197690255;0;258162327;227343685;30818642;52727086;49215280;1584488283;157021382;26889469;4528752;105819489;294259091;1878747374
5825;SC;201207;2012;7;2937561;254496054;439848435;125302807;160266677;25298128;87249525;41731298;88705203;0;88705203;176580718;0;176580718;-1226397;0;961341574;122856668;11888863;39699906;567;174446004;1135787578
6094;RS;201207;2012;7;6685589;550744697;573128794;220280191;188520041;14645741;149682821;0;168187966;5488295;162699671;403454919;127595453;275859466;25340969;58753959;1786296893;188583243;19212218;18178013;0;225973474;2012270367
6362;MS;201207;2012;7;56282515;32854613;190230563;75892402;73044598;3889152;33890279;3514132;20648843;90345;20558498;175642077;7075962;168566115;951766;9075856;485686233;7924710;6822087;1076177;1612661;17435635;503121868
6630;MT;201207;2012;7;55132869;20335872;260198157;26693802;73185903;16938246;37753505;105626701;42230860;12669258;29561602;98197936;4418907;93779029;1858285;72775279;550729258;27529215;5149577;3443488;79098761;115221041;665950299
6898;GO;201207;2012;7;21703880;184133030;328415479;130296921;101314266;15551272;80186134;1066886;135440583;4086314;131354269;221730919;65016241;156714678;16029078;28465914;935918883;68061399;11621790;11922404;5215437;96821030;1032739913
7167;DF;201207;2012;7;248327;77260187;236735432;72636085;78503405;3017431;77410699;5167812;35993481;35993481;0;103277380;4864533;98412847;1789611;639059;455943477;26510067;4014321;4809281;127707;35461376;491404853
188;RO;201208;2012;8;7340943;10878914;128411153;37610439;33387270;4768448;18350935;34294061;12083819;0;12083819;51395576;11689731;39705845;2708151;4544216;217362772;15596750;407373;3135081;54498902;73638106;291000878
457;AC;201208;2012;8;488209;1388788;58187071;9841941;14284612;2810621;5933221;25316676;6618863;6485621;133242;490631;8538;482093;653251;0;67826813;4156252;156238;622596;0;4935086;72761899
725;AM;201208;2012;8;323960;203514161;314430975;67888103;56861723;10844348;41189897;137646904;10366062;0;0;33925517;0;0;671346;0;563232021;22151494;384840;290725;26319510;49146569;612378590
994;RR;201208;2012;8;153747;11383940;20410194;7589172;8357954;137251;4324647;1170;2586045;2586045;0;47514;0;47514;430313;1703294;36715047;3028600;149557;74659;6455428;9708244;46423291
1263;PA;201208;2012;8;3533706;94965282;283999763;61963998;59332695;16220945;58208592;88273533;8569816;3736044;4833772;168318447;0;168318447;6849021;1316496;567552531;33456197;1163850;14280548;46551178;95451773;663004304
1530;AP;201208;2012;8;857784;3999674;27322847;6364836;7061367;659556;5446915;7790173;1451486;0;1451486;18943945;0;18943945;1410220;5848713;59834669;4972227;43995;2246211;21025033;28287466;88122135
1798;TO;201208;2012;8;2520583;21605380;49591615;11621334;21859296;1073313;12323634;2714038;13714686;13714686;0;42464964;42464964;0;682754;0;130579982;14129001;672685;1452459;2175649;18429794;149009776
2067;MA;201208;2012;8;979639;51340304;140569301;48984435;45099538;6650404;35680330;4154594;25481869;323285;25158584;82925839;74675625;8250214;24718;15764084;317085754;11611766;509149;6436135;2950729;21507779;338593533
2335;PI;201208;2012;8;14846852;31746041;72959936;22091260;31253319;2236907;15883249;1495201;21474176;2213;21471963;61858241;0;61858241;449697;104893;203439836;13609800;809060;7947117;774389;23140366;226580202
2604;CE;201208;2012;8;272688;128058391;298967271;125959701;94483187;17882228;60203405;438750;69049188;69049188;0;120509983;114783656;5726327;3988520;27546020;648392061;13514956;3483354;811505;107112;17916927;666308988
2873;RN;201208;2012;8;65879498;61789263;149779297;47677650;60889715;2021955;25578005;13611972;25613347;0;25613347;5872968;0;5872968;0;0;308934373;20219578;1377597;0;0;21597175;330531548
3142;PB;201208;2012;8;351957;44397362;141948999;51193136;55119347;3987570;29241263;2407683;27805706;36502;27769204;49705631;3443786;46261845;711316;0;264920971;17569924;1018732;736090;12619607;31944353;296865324
3409;PE;201208;2012;8;369000;133242000;502165000;185429000;183073000;12488000;81842000;39333000;68562000;917000;67645000;133541000;264000;133277000;2682000;5582000;846143000;16290000;4711000;5584000;19990000;46575000;892718000
3677;AL;201208;2012;8;61189;41431160;99577798;34766340;42708396;2176930;17504213;2421919;17177275;0;0;24455176;0;0;793516;5201087;188697201;21935257;458121;409080;11337360;34139818;222837019
3946;SE;201208;2012;8;2902664;37309112;88743616;23102082;38799740;2387574;17323645;7130575;16790450;15362656;1427794;30708400;29265258;1443142;998146;1829800;179282188;10912382;1866477;33016;1650955;14462830;193745018
4214;BA;201208;2012;8;11370856;277492652;457076433;154214756;141151481;14623550;118680758;28405888;114556995;112078796;2478199;192025909;177471231;14554678;7728425;32869445;1093120715;93700236;3893419;40542786;188270879;326407320;1419528035
4483;MG;201208;2012;8;11824160;898490026;868271853;321290088;212914371;42913434;254189218;36964742;268097105;45578603;222518502;566187082;517472321;48714761;7875004;96088965;2716834195;89979531;39906757;119555013;0;249441301;2966275496
4752;ES;201208;2012;8;250254;256860838;297535660;107129685;51195046;18281639;45917603;75011687;54753849;8213077;46540772;92662728;0;92662728;6248646;10629064;718941039;17911739;3065783;43655629;0;64633151;783574190
5019;RJ;201208;2012;8;40844962;401358808;1272665641;371285015;285795387;47453455;361582752;206549030;207661402;14431117;193230284;301569302;256082740;45486562;59395970;40104320;2323600408;60728835;47595631;1741188;289538171;399603825;2723204233
5288;SP;201208;2012;8;3578199;3454933047;3523892532;1498657995;745587454;184412861;908628833;186605385;560420495;1271042;559149453;1190157681;946198354;243959326;27305253;411562202;9171849412;423729197;114146857;385016439;44497615;967390110;10139239522
5557;PR;201208;2012;8;28136623;307598319;590020555;299003395;91052150;30012534;164915091;5037385;194227646;194227646;0;268730662;235391840;33338822;2665764;69302353;1460681922;79040993;19592934;4485625;97937465;201057018;1661738940
5826;SC;201208;2012;8;3858192;283225993;490331666;136816230;188540248;31859856;82256212;50859120;92412678;0;92412678;179402713;0;179402713;4858530;0;1054089772;119595329;12186356;39824506;117;171606308;1225696080
6095;RS;201208;2012;8;9589370;599473161;583412204;235572857;163850559;15119705;165618950;3250133;173932956;7947736;165985220;164985735;125343319;39642416;28576623;40127156;1600097205;70457182;21063135;20370730;0;111891047;1711988252
6363;MS;201208;2012;8;60045908;37492291;197599973;77930385;76533277;4512952;34603488;4019871;22516652;145563;22371089;173518233;8760954;164757279;1102874;10240192;502516123;7029566;6168523;1082112;1525970;15806171;518322294
6631;MT;201208;2012;8;55916963;20324135;263590812;27611864;73932087;18665178;36777953;106603730;44578676;13373603;31205073;95313844;4289123;91024721;1700254;76526753;557951437;18824487;4036169;3383011;74958275;101201942;659153379
6899;GO;201208;2012;8;26066455;173127788;329143114;125473089;102730863;17512531;81961286;1465345;168114927;3367057;164747870;219356749;70176792;149179957;17830869;31229248;964869150;65323527;13056316;11138062;5533891;95051796;1059920946
7168;DF;201208;2012;8;317599;77083575;252794094;76065895;89612912;3572895;77533149;6009243;37292915;37292915;0;99117410;5965928;93151482;2619528;831537;470056658;20730178;6169874;4986214;105654;31991920;502048578
189;RO;201209;2012;9;5526269;13957225;125571839;38668529;28246521;4058297;18594207;36004285;15209693;0;15209693;50772582;13968130;36804452;4004555;8791975;223834138;10016109;375016;2951353;50947110;64289588;288123726
458;AC;201209;2012;9;592135;1279627;60284600;8046605;12811160;2167316;5956902;31302617;6599786;6540959;58827;675360;19442;655918;586047;0;70017555;2469847;179480;281795;0;2931122;72948677
726;AM;201209;2012;9;188913;209348483;390776494;70480068;62240369;14094120;42001015;201960922;10900877;0;0;57638433;0;0;739862;0;669593062;16332506;350267;236029;24672362;41591164;711184226
995;RR;201209;2012;9;55648;12057343;21372337;8200118;8866310;127408;4177892;609;2576958;2576958;0;86640;0;86640;419588;347179;36915693;2544645;132398;68402;3322439;6067884;42983577
1264;PA;201209;2012;9;2892966;137919446;260646387;68138541;63062518;14021807;61210007;54213514;48480190;4136191;44343999;166201385;0;166201385;5281160;2154582;623576116;25499828;818161;12363917;32188835;70870741;694446857
1531;AP;201209;2012;9;554049;4820111;22687628;6169223;4691799;302669;5571929;5952008;1597621;0;1597621;22592281;0;22592281;89502;7080702;59421894;3465663;109543;1763435;15825800;21164441;80586335
1799;TO;201209;2012;9;2135338;24353514;50786714;12423839;21729387;1391775;11869760;3371953;14056185;14056185;0;42393185;42393185;0;468403;0;134193339;12882317;773309;1064865;1850724;16571215;150764554
2068;MA;201209;2012;9;722558;59100089;138140273;50713015;41453295;5704289;36322974;3946700;29807982;1338224;28469758;97521368;91089875;6431493;21627;15577226;340891123;7153816;632337;5097355;4581321;17464829;358355952
2336;PI;201209;2012;9;12897610;32721627;75110194;21963963;33145732;2120886;16233092;1646521;414448;130812;283636;59719652;0;59719652;401853;93290;181358674;12704507;873247;7271294;834018;21683066;203041740
2605;CE;201209;2012;9;368789;134066979;291112789;130013293;89413034;10593525;60778385;314552;66150756;66150756;0;134212223;128524173;5688050;4517167;25707175;656135878;9372262;3236105;757925;9862;13376154;669512032
2874;RN;201209;2012;9;61414544;64920773;143088000;49237882;54593668;2013506;25759200;11483744;25351156;0;25351156;9733784;0;9733784;0;0;304508257;9852057;990293;0;0;10842350;315350607
3143;PB;201209;2012;9;379112;49675589;137912233;52361923;48865927;4345393;29933711;2405279;27526781;19816;27506965;51226500;3238002;47988498;209717;0;266929932;9166958;712898;522457;11143163;21545476;288475408
3410;PE;201209;2012;9;369000;133381000;537872000;200143000;199630000;15344000;85948000;36807000;73103000;827000;72276000;151875000;281000;151594000;2386000;4205000;903191000;10357000;4077000;3815000;16115000;34364000;937555000
3678;AL;201209;2012;9;92520;45536882;93964682;34946233;43401615;2043859;11102935;2470040;15419962;0;0;25646554;0;0;578446;3518681;184757727;21165718;366228;109481;6199456;27840883;212598610
3947;SE;201209;2012;9;5337449;40506267;89031419;22322474;39639489;2536817;17296885;7235754;15999804;15092161;907643;33682806;31915228;1767578;784078;1685245;187027068;11687812;1538399;29345;1466824;14722380;201749448
4215;BA;201209;2012;9;11677970;304311361;476154434;159365152;150010195;14161691;122446191;30171205;124558557;122479231;2079326;280745301;262554758;18190543;3121431;30918799;1231487853;71431459;2403031;40539689;191172327;305546506;1537034359
4484;MG;201209;2012;9;11791764;933557914;875948587;344987242;204102526;42364788;249647471;34846560;278743661;45998977;232744684;580003397;530597639;49405758;5947149;85217656;2771210128;62270577;36295428;102902067;0;201468072;2972678200
4753;ES;201209;2012;9;199996;301083056;310856725;104265334;54842771;15462692;58574159;77711769;56366658;8454999;47911659;133754610;0;133754610;4544914;7400833;814206792;11021534;2577060;39618675;0;53217269;867424061
5020;RJ;201209;2012;9;25083380;377788899;1168305492;392662785;264677122;36049973;369719199;105196413;277329887;18504149;258825738;377564959;325962422;51602537;55155483;96864403;2378092503;42572397;41437624;1160851;222183345;307354217;2685446720
5289;SP;201209;2012;9;4715591;3508672162;3555815579;1581320983;693938548;194646586;913271696;172637766;505725307;1207660;504517647;1216217311;908347804;307869507;27742293;420759146;9239647389;420351507;90838472;357416906;37516565;906123450;10145770839
5558;PR;201209;2012;9;22982023;369557334;610824947;323295317;84071188;30977507;167753109;4727826;199025270;199025270;0;317645661;270515404;47130257;1459821;64159594;1585654650;54376577;14866194;3596174;113252903;186091848;1771746498
5827;SC;201209;2012;9;4108860;312851464;493507561;144870996;176627400;30621120;96109625;45278420;103352776;0;103352776;206281073;0;206281073;5733744;0;1125835478;105361580;9461761;34031866;2761;148857968;1274693446
6096;RS;201209;2012;9;9230422;715776279;581200798;234631743;159278176;17326829;169120625;843425;180307749;7447025;172860724;194972319;171909025;23063294;24649680;34477926;1740615173;32154048;20599199;15263219;0;68016466;1808631639
6364;MS;201209;2012;9;61270440;34728673;206010537;87529708;75691823;4772888;34253187;3762931;27246213;205443;27040770;177861428;11001176;166860252;907435;8532325;516557051;4978670;7747087;860104;1150493;14736354;531293405
6632;MT;201209;2012;9;62867327;20546867;280126645;31248134;81298828;18053236;38832729;110693718;42069527;12620858;29448669;90574810;4075866;86498944;9940316;73909409;580034901;11291029;4278737;2483704;66670774;84724244;664759145
6900;GO;201209;2012;9;22278903;187714419;342280756;137017779;101901641;16507411;85066461;1787464;107809270;4225471;103583799;224029325;75171548;148857777;15346006;29942897;929401576;68070779;10338361;12267913;6267579;96944632;1026346208
7169;DF;201209;2012;9;386089;94655749;245931679;78135518;79431528;3111502;80278400;4974731;37539016;37539016;0;107048048;6639004;100409044;2168745;912206;488641532;19676026;4655673;4736956;111684;29180339;517821871
190;RO;201210;2012;10;6793266;16447269;141237404;0;0;0;0;0;14080960;0;14080960;45727843;14897193;30830650;3632348;5306013;233225103;14095531;537154;2606290;34729722;51968697;285193800
459;AC;201210;2012;10;704448;1452242;57706602;7976673;14064501;1651587;6191568;27822273;7296616;7278455;18161;556366;1464;554902;782053;0;68498327;2538915;65262;211839;0;2816016;71314343
727;AM;201210;2012;10;199425;162862875;363733801;86747385;73551516;10923578;41194865;151316457;10647998;0;0;13255269;0;0;4668150;0;555367518;17623156;644764;288643;29489688;48046251;603413769
996;RR;201210;2012;10;49834;12185824;21741249;7623824;9778980;191174;4147076;195;2093831;2093831;0;49682;0;49682;423844;1772204;38316468;3691053;137146;76376;3543602;7448177;45764645
1265;PA;201210;2012;10;3103729;137879206;199929811;60148775;63561205;15662438;59739340;818053;52194697;3916186;48278511;162022387;0;162022387;49433502;1776389;606339721;23042499;2253539;75828880;58410250;159535168;765874889
1532;AP;201210;2012;10;1147846;8357826;22207670;3662856;6036762;595537;5582271;6330244;1014960;0;1014960;25532095;0;25532095;120608;5031762;63412767;2496535;42807;1549400;2139156;6227898;69640665
1800;TO;201210;2012;10;2231268;20920087;50836463;12216612;22605102;1349863;11761338;2903548;13657272;13657272;0;40489745;40489745;0;503401;0;128638236;4756809;540459;1507648;1972274;8777190;137415426
2069;MA;201210;2012;10;864905;58061723;145464643;52252499;46075897;6906153;35792354;4437740;31178695;699623;30479072;77821644;69738917;8082727;3908837;17644575;334945022;7391170;489248;5783211;4216661;17880290;352825312
2337;PI;201210;2012;10;14347337;30292291;72013639;22530145;29949003;1987274;16186290;1360927;38079247;1156;38078091;55522710;0;55522710;486674;101710;210843608;13175938;1084384;7405868;1283369;22949559;233793167
2606;CE;201210;2012;10;438663;140606488;296279637;128602376;95978162;8982813;62275055;441231;70426490;70426490;0;125968749;120885059;5083690;4330423;28208638;666259088;9614496;3146716;782456;87291;13630959;679890047
2875;RN;201210;2012;10;66780280;63162041;151754200;49004572;59189161;2554645;25113657;15892165;25997016;0;25997016;7554652;0;7554652;0;0;315248189;8166656;1084321;0;0;9250977;324499166
3144;PB;201210;2012;10;396587;57739967;141622895;53481978;53192727;4506839;27895234;2546117;26245764;319509;25926255;55939674;4376939;51562735;256993;0;282201880;13372128;1028876;488847;13036033;27925884;310127764
3411;PE;201210;2012;10;415000;142576000;528850000;191547000;196900000;13472000;85226000;41705000;72328000;927000;71401000;140598000;257000;140341000;2518000;4801000;892086000;8646000;4220000;3706000;20098000;36670000;928756000
3679;AL;201210;2012;10;69954;42668925;114371726;41132044;47036806;2275417;21338689;2588770;17263389;0;0;27661846;0;0;707285;5554589;208297714;16551492;399013;102581;13460651;30513737;238811451
3948;SE;201210;2012;10;3800642;40465404;95002764;23815281;42798891;2552664;18396365;7439563;15766224;14376674;1389550;33137761;31891309;1246452;1056968;2203614;191433377;13643619;1505711;38363;2057959;17245652;208679029
4216;BA;201210;2012;10;10998970;315186254;466060295;161319634;147849030;15460112;113157319;28274200;121995602;119574766;2420836;279222432;262418627;16803805;9055299;34959735;1237478587;41383334;3764993;34007005;2740585;81895917;1319374504
4485;MG;201210;2012;10;14059693;895318896;903244044;353373766;225965166;39656797;247366284;36882031;290101165;47226682;242874483;556005744;508816531;47189213;11162919;99468064;2769360525;53504940;53262372;109234052;0;216001364;2985361889
4754;ES;201210;2012;10;197315;291263518;281767838;99003767;51395057;14554411;50249651;66564952;62043032;9306455;52736577;117953173;0;117953173;4871924;8508711;766605511;11239223;3124108;46057209;0;60420540;827026051
5021;RJ;201210;2012;10;26617568;419422185;1188899580;379622827;285599372;42140621;359102062;122434698;278431706;33853800;244577906;246581411;202090970;44490441;58601919;99262130;2317816499;45401497;45389654;1661873;231626553;324079577;2641896076
5290;SP;201210;2012;10;4132456;3714732592;3690172891;1666349251;735487804;190111772;913719012;184505052;561056624;1312580;559744044;1275625138;780107426;495517712;30545175;427897735;9704162611;37696276;112108248;408031954;41547115;599383593;10303546204
5559;PR;201210;2012;10;26068297;322388707;624341443;339197149;82329352;29184138;167124924;6505880;203164368;203164368;0;291318917;255387708;35931209;2079293;60937144;1530298169;57065103;16860538;3891617;116431092;194248350;1724546519
5828;SC;201210;2012;10;3958442;305488477;476013212;144707902;164541325;29683567;87045848;50034570;96862366;0;96862366;180751548;0;180751548;3795316;0;1066869361;119193646;11556541;40949204;0;171699391;1238568752
6097;RS;201210;2012;10;9421600;663574315;572250895;237591968;149207753;17995446;166303878;1151850;166651976;6807258;159844718;405462557;376832789;28629768;26416132;45696397;1889473872;29197441;28738347;24344883;0;82280671;1971754543
6365;MS;201210;2012;10;53578498;34259286;209824261;84107867;80515773;4756658;36961684;3482279;28415589;173412;28242177;185081173;9755352;175325821;1100368;9596194;521855369;5614183;7767800;939917;1374783;15696683;537552052
6633;MT;201210;2012;10;59608251;19889558;287081552;30777323;87867250;21274433;37819115;109343431;58537317;17561195;40976122;97619869;4392894;93226975;1952863;71818781;596508191;11752462;3166415;2809480;65442547;83170904;679679095
6901;GO;201210;2012;10;22780825;180241326;341666044;135621338;105612800;18245854;78799384;3386668;118748886;4822464;113926422;232467664;71146327;161321337;20133172;36345225;952383142;86336605;12861200;12048588;6187271;117433664;1069816806
7170;DF;201210;2012;10;656082;79539188;236357895;74421106;72171806;3335502;81244957;5184524;33385427;33385427;0;99310492;6509024;92801468;1991380;1703921;452944385;26894261;6676873;4672299;129005;38372438;491316823
191;RO;201211;2012;11;6465027;14645807;176398920;42243870;43269896;4792543;18588380;67504231;14424065;0;14424065;8779509;885861;7893648;11073323;13502338;245288989;7789274;413471;2887393;25692812;36782950;282071939
460;AC;201211;2012;11;562878;1273147;58235869;7067538;14089843;1849457;6378265;28850766;6417308;6403112;14196;737146;21127;716019;608554;0;67834902;1503570;152911;308540;0;1965021;69799923
728;AM;201211;2012;11;340639;186181274;291765223;92846304;64964751;14047757;32051450;87854961;8968176;0;0;61876926;0;0;6992702;0;556124940;12781390;941967;634689;48623146;62981192;619106132
997;RR;201211;2012;11;42154;13331951;24143915;10638987;8755063;163442;4586076;347;3054274;3054274;0;50696;0;50696;411484;2091115;43125589;2411296;77109;77228;8516076;11081709;54207298
1266;PA;201211;2012;11;3558710;142244160;258159745;59972118;58437408;16286354;62972364;60491501;53834894;3947291;49887603;158575930;0;158575930;210169861;3542643;830085943;20995087;898484;62713216;43354685;127961472;958047415
1533;AP;201211;2012;11;1164809;7474161;21654993;4438398;5017310;650787;5846247;5702251;3273506;0;3273506;22095682;0;22095682;82916;6196408;61942475;1853237;43952;2107247;1976801;5981237;67923712
1801;TO;201211;2012;11;1562454;21673184;51859976;12080958;23700656;1061360;12696770;2320232;14346947;14346947;0;45307087;45307087;0;443638;0;135193286;2646136;679735;1107803;1757606;6191280;141384566
2070;MA;201211;2012;11;815862;57142021;151084157;55458572;44528516;8093670;37895316;5108083;33017673;1632811;31384862;109350944;101576249;7774695;756438;17090706;369257801;6006544;593702;5565153;3061796;15227195;384484996
2338;PI;201211;2012;11;14189948;38477425;80105806;23340007;36130576;2437672;16608768;1588783;25881050;1070;25879980;60124915;0;60124915;372027;109791;219260962;5838549;1232094;5853726;752181;13676550;232937512
2607;CE;201211;2012;11;348948;153314957;325100592;147858923;105895861;9378544;61127035;840229;65752286;65752286;0;149417112;143412028;6005084;3641679;20384938;717960512;7774774;3188074;803393;295597;12061838;730022350
2876;RN;201211;2012;11;71494682;73545522;163643055;53467746;63586491;2242597;25772447;18573774;26859041;0;26859041;6401627;0;6401627;0;0;341943927;4526045;614454;0;0;5140499;347084426
3145;PB;201211;2012;11;525909;49832498;152358231;54676666;58830988;4613784;31469322;2767471;29081193;149048;28932145;63379506;5568001;57811505;237360;0;295414697;5090262;1114511;654400;14165299;21024472;316439169
3412;PE;201211;2012;11;412000;153208000;579773000;222376000;208925000;16831000;87368000;44273000;74284000;868000;73416000;155177000;993000;154184000;2065000;3976000;968895000;6487000;4925000;3808000;18306000;33526000;1002421000
3680;AL;201211;2012;11;97305;47357499;121365935;45872222;47992018;2064854;22456368;2980473;18999202;0;0;28944568;0;0;956853;4270996;221992358;8623850;886633;98302;15424719;25033504;247025862
3949;SE;201211;2012;11;5212412;43566755;103960345;26315703;42993616;2325437;19222554;13103035;16627640;15167872;1459768;33848164;32266443;1581721;821134;2365629;206402079;9793479;1678108;42004;2246264;13759855;220161934
4217;BA;201211;2012;11;7472645;332963825;506035866;178023357;160860716;15569183;121452773;30129837;127662249;125411248;2251001;288185534;269096112;19089422;3089055;39034697;1304443871;25195502;2445402;28665944;200862909;257169757;1561613628
4486;MG;201211;2012;11;13659724;899915594;895356734;358375087;212418635;41621298;245364251;37577463;285632059;46118079;239513980;595082999;544497648;50585351;8093513;102118063;2799858686;38906730;46203021;207201211;0;292310962;3092169648
4755;ES;201211;2012;11;298215;322912722;285227087;110498773;55061988;16393010;48728295;54545021;64780051;9717008;55063043;143504935;0;143504935;3813524;7249387;827785921;7138861;3252605;37123802;0;47515268;875301189
5022;RJ;201211;2012;11;38488725;412530111;1274321901;438785924;290036245;37056465;362441738;146001529;296885711;42727821;254157890;279263277;233985293;45277984;61683387;138142890;2501316002;33750771;46462367;2283689;234356958;316853785;2818169787
5291;SP;201211;2012;11;4130000;3650182000;3668357000;1705811000;683871000;209002000;872239000;197434000;489627000;1063000;488564000;955431000;690006000;265425000;21806000;506542000;9296075000;299909575;102429546;348767607;40331912;791438640;10087513640
5560;PR;201211;2012;11;25950144;353926481;644020337;347977329;82723424;32094382;175502711;5722491;196406581;196406581;0;307627428;272994784;34632644;1667945;66921312;1596520228;45345595;17573299;3465681;128511953;194896528;1791416756
5829;SC;201211;2012;11;4686097;335139923;507082907;155024678;177541588;31115391;81324255;62076995;99310335;0;99310335;196685847;0;196685847;3214339;0;1146119448;65153430;10435896;33903248;0;109492574;1255612022
6098;RS;201211;2012;11;7923290;765824950;625782066;263379156;174664370;19200489;167665329;872722;164215861;6090290;158125571;300067798;229296861;70770937;210698125;85200705;2159712795;21549248;18210431;18808003;0;58567682;2218280477
6366;MS;201211;2012;11;50659792;34343464;257800340;129347611;84054597;4622609;36333297;3442226;30489349;108981;30380368;197848639;7513550;190335089;1227964;11035007;583404555;3989334;7447205;885053;1242651;13564243;596968798
6634;MT;201211;2012;11;70917424;19975181;302531667;36667638;85778536;23431030;39061764;117592699;75484430;22645329;52839101;98392131;4427646;93964485;8300794;74060579;649662206;7415548;3303708;2188939;53464277;66372472;716034678
6902;GO;201211;2012;11;27416555;213459237;422906512;172355353;135783680;22292032;89884363;2591084;177057269;13459366;163597903;238812601;73969693;164842908;53558355;40065196;1173275725;82522276;16208045;12285692;6633667;117649680;1290925405
7171;DF;201211;2012;11;391510;90515241;266286138;89854111;78344169;3340779;86332767;8414312;39124906;39124906;0;110820491;5726922;105093569;24555750;1043593;532737629;10623041;6004336;4803097;128971;21559445;554297074
192;RO;201212;2012;12;5159814;14896361;175527424;50103962;28454706;4675354;17269474;75023928;15806804;0;15806804;20331991;14437092;5894899;2129525;4696610;238548529;14427878;245182;2612568;74333935;91619563;330168092
461;AC;201212;2012;12;564965;1190538;56916549;6753083;12348910;1355370;6062316;30396870;6769879;6761255;8624;693753;19596;674157;1369797;0;67505481;1054188;114685;211876;0;1380749;68886230
729;AM;201212;2012;12;271246;158765297;330095255;80078911;64427086;11694688;40034186;133860384;11737813;0;0;38634301;0;0;794146;0;540298058;12438090;451740;437731;34783264;48110825;588408883
998;RR;201212;2012;12;88894;14262888;22120216;8780671;9391917;178285;3769168;175;3455384;3455384;0;38385;0;38385;434284;1104878;41504929;2464903;63116;64925;6507881;9100825;50605754
1267;PA;201212;2012;12;3034572;146801916;257237920;62841270;57793089;16599562;58643940;61360059;59796981;4195882;55601099;152149122;0;152149122;9899857;1441064;630361432;16567917;1217653;33826221;125839246;177451037;807812469
1534;AP;201212;2012;12;1216674;1712653;34979828;4804464;5723933;702605;4930994;18817832;1324605;0;1324605;23706951;0;23706951;177859;2843377;65961947;1929983;16969;2524530;1593083;6064565;72026512
1802;TO;201212;2012;12;2232250;20779802;52549149;13774875;22612854;1154907;12494079;2512434;14237221;14237221;0;41209942;41209942;0;3470488;0;134478852;4096993;1353552;1554408;2027007;9031960;143510812
2071;MA;201212;2012;12;864858;61253809;145248463;55280829;44332158;6590947;34226480;4818049;30468850;400453;30068397;92399365;84091124;8308241;1041310;17031210;348307865;6289645;461387;5750488;3308958;15810478;364118343
2339;PI;201212;2012;12;14612301;39546987;101890623;28344582;40916538;2635879;28095876;1897748;35402915;1891;35401024;66582579;0;66582579;357426;89221;258482052;5273249;1069476;6430935;1705820;14479480;272961532
2608;CE;201212;2012;12;351320;149567332;323325484;147512197;106435727;9016106;59785503;575951;62489113;62489113;0;151376405;145827656;5548749;4911728;18498312;710519694;7717591;3312557;770853;315101;12116102;722635796
2877;RN;201212;2012;12;67143424;71536611;165135700;60970666;64273929;2518198;22284763;15088144;53965828;0;53965828;8588049;0;8588049;0;0;366369612;4611564;1021965;0;0;5633529;372003141
3146;PB;201212;2012;12;466206;49567058;152838940;57603342;59898068;4464819;28123914;2748797;29142917;133168;29009749;79767503;5321497;74446006;293438;0;312076062;3824391;1217344;514372;13116350;18672457;330748519
3413;PE;201212;2012;12;314000;162879000;591135000;232056000;215993000;16375000;85714000;40997000;75377000;836000;74541000;172457000;268000;172189000;3218000;5338000;1010718000;5557000;3974000;4123000;25407000;39061000;1049779000
3681;AL;201212;2012;12;96857;49134422;123958037;49725483;53405864;2454007;15133847;3238836;22257584;0;0;32688789;0;0;6991052;3212142;238338883;4005201;520216;119163;14759797;19404377;257743260
3950;SE;201212;2012;12;2480332;58869670;101040210;26267835;42831755;2361450;17978792;11600378;16235554;14659007;1576547;34447157;32735299;1711858;898240;1943914;215915077;4014889;1832133;29718;1832763;7709503;223624580
